作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL	順位スコア
051870	泡鳴五部作	岩野	泡鳴	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000137/files/51870_ruby_59992.zip	263
051894	雨月物語	鵜月	洋	新字新仮名		https://www.aozora.gr.jp/cards/002168/files/51894_ruby_77653.zip	0
051895	雨月物語	鵜月	洋	新字新仮名		https://www.aozora.gr.jp/cards/002168/files/51895_ruby_77655.zip	0
051896	相撲の稽古	岡本	一平	新字旧仮名		https://www.aozora.gr.jp/cards/000239/files/51896_ruby_77609.zip	0
051897	怪物取組画譜	岡本	一平	新字旧仮名		https://www.aozora.gr.jp/cards/000239/files/51897_ruby_76366.zip	398
051918	国訳史記列伝	司馬	遷	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001524/files/51918_ruby_73651.zip	618
051919	国訳史記列伝	司馬	遷	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001524/files/51919_ruby_75135.zip	589
051920	国訳史記列伝	司馬	遷	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001524/files/51920_ruby_75869.zip	620
051921	国訳史記列伝	司馬	遷	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001524/files/51921_ruby_71238.zip	1231
051922	国訳史記列伝	司馬	遷	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001524/files/51922_ruby_74895.zip	553
051936	茗荷畠	真山	青果	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000309/files/51936_ruby_65633.zip	317
051937	イーリアス	土井	晩翠	旧字旧仮名	NDC 991	https://www.aozora.gr.jp/cards/001081/files/51937_ruby_40614.zip	0
051946	空手道の起原と其の沿革	島袋	源一郎	新字旧仮名	NDC 789	https://www.aozora.gr.jp/cards/001526/files/51946_ruby_60870.zip	573
051947	津軽地方特有の俚諺	福士	幸次郎	新字旧仮名	NDC 388	https://www.aozora.gr.jp/cards/000754/files/51947_ruby_40191.zip	0
051948	老残	宮地	嘉六	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001446/files/51948_ruby_55257.zip	263
051949	油地獄	斎藤	緑雨	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000565/files/51949_ruby_57030.zip	391
052016	濹東綺譚	永井	荷風	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001341/files/52016_ruby_41727.zip	40567
052018	峠	土田	耕平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001179/files/52018_txt_68707.zip	288
052021	呑み込み八百長	栗島	山之助	新字旧仮名	NDC 788	https://www.aozora.gr.jp/cards/001527/files/52021_ruby_55297.zip	54
052022	八百長くづれ	栗島	山之助	新字旧仮名	NDC 788	https://www.aozora.gr.jp/cards/001527/files/52022_ruby_55298.zip	0
052041	海と少年	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/52041_ruby_59443.zip	774
052099	ねこ	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/52099_ruby_58781.zip	926
052125	穀神としての牛に関する民俗	中山	太郎	新字新仮名	NDC 387	https://www.aozora.gr.jp/cards/001420/files/52125_ruby_47193.zip	0
052126	獅子舞雑考	中山	太郎	新字新仮名	NDC 386	https://www.aozora.gr.jp/cards/001420/files/52126_ruby_47194.zip	0
052148	坂本竜馬手帳摘要	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/52148_ruby_40513.zip	26
052157	新しい女	大杉	栄	新字新仮名	NDC 367	https://www.aozora.gr.jp/cards/000169/files/52157_txt_71631.zip	537
052160	お別れ	大杉	栄	新字新仮名		https://www.aozora.gr.jp/cards/000169/files/52160_txt_76207.zip	671
052168	何が新しいんだい	大杉	栄	新字新仮名	NDC 367 914	https://www.aozora.gr.jp/cards/000169/files/52168_txt_74768.zip	576
052171	四つの道徳	大杉	栄	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000169/files/52171_ruby_74769.zip	533
052174	坂本竜馬手記	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/52174_ruby_40617.zip	203
052179	千里駒後日譚	川田	雪山	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/001532/files/52179_ruby_43359.zip	0
052180	千里の駒後日譚拾遺	川田	雪山	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/001532/files/52180_ruby_43358.zip	0
052181	断腸亭日乗	永井	荷風	新字旧仮名	NDC 915 914	https://www.aozora.gr.jp/cards/001341/files/52181_txt_45747.zip	3000
052182	断腸亭日乗	永井	荷風	新字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/001341/files/52182_txt_45748.zip	2634
052184	打出の小槌	外村	繁	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001499/files/52184_txt_46188.zip	0
052185	将棋の話	外村	繁	新字旧仮名	NDC 796	https://www.aozora.gr.jp/cards/001499/files/52185_txt_56300.zip	369
052188	雑器の美	柳	宗悦	新字旧仮名	NDC 750	https://www.aozora.gr.jp/cards/001520/files/52188_ruby_46192.zip	211
052192	思ひ出すままに	宇野	浩二	新字旧仮名	NDC 070 914	https://www.aozora.gr.jp/cards/001533/files/52192_ruby_46179.zip	0
052193	質屋の小僧	宇野	浩二	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001533/files/52193_ruby_46206.zip	0
052194	質屋の主人	宇野	浩二	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001533/files/52194_txt_46207.zip	0
052195	野の墓	岩本	素白	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52195_ruby_46362.zip	0
052196	雨の宿	岩本	素白	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52196_ruby_46203.zip	0
052197	鰯	岩本	素白	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52197_ruby_46204.zip	0
052198	菓子の譜	岩本	素白	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52198_ruby_46205.zip	0
052199	こがらし	岩本	素白	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52199_ruby_46360.zip	0
052200	寺町	岩本	素白	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52200_ruby_46361.zip	0
052201	六日月	岩本	素白	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001534/files/52201_ruby_46178.zip	0
052202	歴史とは何か	津田	左右吉	新字旧仮名	NDC 201	https://www.aozora.gr.jp/cards/001535/files/52202_txt_46187.zip	70
052206	麺くひ	桂	三木助	新字新仮名	NDC 596 914	https://www.aozora.gr.jp/cards/001536/files/52206_txt_46183.zip	188
052207	癖	喜多村	緑郎	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001537/files/52207_ruby_46184.zip	0
052208	帝大聖書研究会終講の辞	矢内原	忠雄	新字新仮名	NDC 193	https://www.aozora.gr.jp/cards/001538/files/52208_ruby_46191.zip	0
052211	えぞおばけ列伝	作者不詳		新字新仮名	NDC 147 388	https://www.aozora.gr.jp/cards/001529/files/52211_ruby_46185.zip	97
052212	福沢諭吉	高山	毅	新字新仮名	NDC K289	https://www.aozora.gr.jp/cards/001541/files/52212_ruby_46186.zip	159
052214	百万人のそして唯一人の文学	青野	季吉	新字旧仮名	NDC 910	https://www.aozora.gr.jp/cards/001542/files/52214_ruby_46177.zip	0
052216	青銅の基督	長与	善郎	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001521/files/52216_ruby_46189.zip	0
052218	南京六月祭	犬養	健	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001543/files/52218_ruby_73852.zip	305
052219	亜剌比亜人エルアフイ	犬養	健	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001543/files/52219_ruby_41851.zip	0
052220	朧夜	犬養	健	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001543/files/52220_ruby_73665.zip	225
052221	愚かな父	犬養	健	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001543/files/52221_ruby_68730.zip	327
052222	姉弟と新聞配達	犬養	健	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001543/files/52222_ruby_41869.zip	0
052230	倭女王卑弥呼考	白鳥	庫吉	旧字旧仮名	NDC 210	https://www.aozora.gr.jp/cards/000603/files/52230_ruby_49052.zip	150
052233	地異印象記	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/52233_ruby_50346.zip	132
052236	浮雲	林	芙美子	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000291/files/52236_ruby_58892.zip	2506
052260	水面に浮んだ女	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52260_ruby_47421.zip	216
052261	雀が森の怪異	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52261_ruby_47422.zip	134
052265	牡丹灯籠　牡丹灯記	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52265_ruby_47311.zip	158
052267	港の妖婦	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52267_ruby_47114.zip	221
052277	警察署長	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52277_ruby_47315.zip	182
052278	車屋の小供	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52278_ruby_47343.zip	168
052281	水魔	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52281_ruby_47420.zip	177
052282	女の首	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52282_ruby_47113.zip	190
052283	女の怪異	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52283_ruby_47112.zip	217
052284	追っかけて来る飛行機	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52284_ruby_47345.zip	239
052285	女の姿	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52285_ruby_47346.zip	268
052287	宇賀長者物語	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52287_ruby_47425.zip	202
052288	黄灯	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52288_ruby_47342.zip	213
052289	唖娘	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52289_ruby_47347.zip	249
052291	ある神主の話	田中	貢太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000154/files/52291_ruby_47310.zip	618
052293	天才	神西	清	新字新仮名	NDC 983	https://www.aozora.gr.jp/cards/001155/files/52293_ruby_41749.zip	6
052313	親方コブセ	金	史良	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000252/files/52313_ruby_70381.zip	218
052314	大植物図鑑	本多	静六	旧字旧仮名	NDC 470	https://www.aozora.gr.jp/cards/001555/files/52314_txt_63519.zip	317
052315	大植物図鑑	松村	任三	旧字旧仮名	NDC 470	https://www.aozora.gr.jp/cards/001556/files/52315_txt_63486.zip	401
052316	大植物図鑑	丹波	敬三	旧字旧仮名	NDC 470	https://www.aozora.gr.jp/cards/001557/files/52316_txt_63518.zip	174
052317	想い出	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52317_ruby_46364.zip	0
052318	ああ東京は食い倒れ	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52318_ruby_46218.zip	3629
052319	浅草を食べる	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52319_txt_46219.zip	192
052320	色町洋食	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52320_ruby_46220.zip	87
052321	うどんのお化け	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52321_ruby_46363.zip	0
052322	甘話休題	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52322_ruby_46365.zip	0
052323	牛鍋からすき焼へ	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52323_ruby_46374.zip	0
052324	下司味礼賛	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52324_ruby_46375.zip	0
052332	富士屋ホテル	古川	緑波	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001558/files/52332_ruby_46190.zip	391
052333	大植物図鑑	村越	三千男	旧字旧仮名	NDC 470	https://www.aozora.gr.jp/cards/001559/files/52333_txt_64029.zip	331
052336	随筆　藪柑子	土井	晩翠	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001081/files/52336_txt_60788.zip	171
052337	随筆　藪柑子	小川	正子	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000474/files/52337_txt_60789.zip	256
052341	忙ノ説	成島	柳北	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000712/files/52341_txt_42323.zip	0
052349	菜の花月夜	片岡	鉄兵	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000491/files/52349_ruby_41555.zip	0
052355	食道楽	村井	弦斎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000810/files/52355_ruby_50407.zip	266
052358	土城廊	金	史良	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000252/files/52358_ruby_70382.zip	290
052359	つゆのあとさき	永井	荷風	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001341/files/52359_ruby_47303.zip	748
052360	再び毘沙門に就て	南方	熊楠	旧字旧仮名	NDC 186	https://www.aozora.gr.jp/cards/000093/files/52360_ruby_61191.zip	366
052363	好古小言	成島	柳北	新字旧仮名	NDC 756	https://www.aozora.gr.jp/cards/000712/files/52363_txt_42550.zip	0
052368	熟語本位英和中辞典	斎藤	秀三郎	新字新仮名	NDC 833	https://www.aozora.gr.jp/cards/000564/files/52368_txt_48160.zip	216
052384	リシダス	上田	敏	旧字旧仮名	NDC 931	https://www.aozora.gr.jp/cards/001101/files/52384_ruby_48053.zip	0
052385	さしあげた腕	上田	敏	旧字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001563/files/52385_ruby_48055.zip	0
052386	落葉	上田	敏	旧字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001563/files/52386_ruby_48052.zip	0
052387	わるい花	上田	敏	旧字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001563/files/52387_ruby_48054.zip	0
052395	宮本武蔵	吉川	英治	新字新仮名	NDC 913 914	https://www.aozora.gr.jp/cards/001562/files/52395_ruby_49778.zip	44395
052396	宮本武蔵	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52396_ruby_49780.zip	42455
052397	宮本武蔵	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52397_ruby_49782.zip	34114
052398	宮本武蔵	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52398_ruby_49784.zip	33602
052409	三国志	吉川	英治	新字新仮名	NDC 913 914	https://www.aozora.gr.jp/cards/001562/files/52409_ruby_51058.zip	52384
052410	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52410_ruby_51060.zip	51915
052411	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52411_ruby_50077.zip	48000
052412	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52412_ruby_50316.zip	46430
052413	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52413_ruby_50406.zip	45323
052414	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52414_ruby_50488.zip	45226
052415	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52415_ruby_50559.zip	45094
052416	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52416_ruby_50636.zip	43585
052417	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52417_ruby_50818.zip	43302
052418	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52418_ruby_50895.zip	43094
052419	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52419_ruby_51044.zip	43011
052420	三国志	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52420_ruby_51054.zip	42195
052421	私本太平記	吉川	英治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001562/files/52421_ruby_49660.zip	44736
052465	「明治のおもかげ」序にかえて	喜多村	緑郎	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001537/files/52465_ruby_50401.zip	0
052467	凍るアラベスク	妹尾	アキ夫	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001568/files/52467_ruby_49652.zip	0
052480	和人わ舟お食う	知里	真志保	その他	NDC 829	https://www.aozora.gr.jp/cards/001540/files/52480_txt_50496.zip	0
052504	遠野物語	柳田	国男	新字新仮名	NDC 382	https://www.aozora.gr.jp/cards/001566/files/52504_ruby_49666.zip	55865
052505	山の人生	柳田	国男	新字新仮名	NDC 388	https://www.aozora.gr.jp/cards/001566/files/52505_ruby_50193.zip	5724
052558	青塚ノ説	成島	柳北	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000712/files/52558_ruby_42551.zip	0
052559	土用干ノ記	成島	柳北	新字旧仮名	NDC 756	https://www.aozora.gr.jp/cards/000712/files/52559_ruby_42552.zip	0
052618	美しく生まれたばかりに	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/52618_ruby_69304.zip	852
052633	寒い日のこと	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/52633_ruby_74913.zip	726
052635	死と話した人	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/52635_ruby_75428.zip	713
052642	千羽鶴	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/52642_ruby_75279.zip	719
052677	支那を識るの途	橘	樸	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001567/files/52677_txt_47184.zip	0
052688	古川ロッパ昭和日記	古川	緑波	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001558/files/52688_ruby_54710.zip	314
052690	古川ロッパ昭和日記	古川	緑波	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001558/files/52690_ruby_47824.zip	317
052691	古川ロッパ昭和日記	古川	緑波	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001558/files/52691_txt_53307.zip	177
052692	古川ロッパ昭和日記	古川	緑波	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001558/files/52692_ruby_50173.zip	216
052693	古川ロッパ昭和日記	古川	緑波	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001558/files/52693_ruby_51534.zip	189
052711	古川ロッパ昭和日記	古川	緑波	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001558/files/52711_ruby_68708.zip	633
052714	韓非子解題	小柳	司気太	旧字旧仮名	NDC 124	https://www.aozora.gr.jp/cards/000488/files/52714_ruby_50324.zip	102
052720	荀子解題	服部	宇之吉	旧字旧仮名	NDC 124	https://www.aozora.gr.jp/cards/001577/files/52720_txt_42517.zip	0
052733	私の変態心理	牧野	信一	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000183/files/52733_txt_42933.zip	72
