作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL	順位スコア
050581	葵原夫人の鯛釣	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50581_ruby_57020.zip	268
050582	青鱚脚立釣	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50582_txt_57021.zip	208
050583	秋の鮎	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50583_ruby_57028.zip	287
050585	蛙を食う岩魚	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50585_ruby_57029.zip	332
050587	河鱸遡上一考	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50587_ruby_57035.zip	61
050588	寒鮠の記	佐藤	垢石	新字旧仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50588_ruby_71220.zip	305
050589	鯨を釣る	佐藤	垢石	新字新仮名	NDC 664 914	https://www.aozora.gr.jp/cards/001248/files/50589_ruby_57036.zip	213
050591	小鰺釣	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50591_txt_57044.zip	258
050592	さしみ	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50592_txt_57045.zip	631
050595	戦場ヶ原の渓谷	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50595_ruby_68430.zip	389
050601	釣聖伝	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50601_ruby_57055.zip	205
050603	釣場の研究	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50603_ruby_57054.zip	249
050606	アンコウの味	佐藤	垢石	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001248/files/50606_txt_68425.zip	411
050615	夜の黒鯛	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50615_txt_68217.zip	384
050616	ガラガラ釣	佐藤	垢石	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001248/files/50616_txt_71099.zip	241
050618	快走	岡本	かの子	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000076/files/50618_ruby_37415.zip	511
050627	窓	岡本	かの子	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000076/files/50627_ruby_58022.zip	509
050630	真夏の幻覚	岡本	かの子	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000076/files/50630_ruby_58023.zip	543
050633	押しかけ女房	伊藤	永之介	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001454/files/50633_ruby_37631.zip	0
050634	ニイチエ雑観	生田	長江	新字旧仮名	NDC 134 914	https://www.aozora.gr.jp/cards/000393/files/50634_ruby_36883.zip	0
050635	美的生活論とニイチエ	登張	竹風	新字旧仮名	NDC 134 701	https://www.aozora.gr.jp/cards/001455/files/50635_ruby_36882.zip	0
050658	にんじん	岸田	国士	新字新仮名	NDC 953	https://www.aozora.gr.jp/cards/001156/files/50658_ruby_53991.zip	1169
050659	長崎の鐘	永井	隆	新字新仮名	NDC 916	https://www.aozora.gr.jp/cards/000924/files/50659_ruby_42786.zip	665
050670	教育の目的	新渡戸	稲造	新字新仮名	NDC 371	https://www.aozora.gr.jp/cards/000718/files/50670_ruby_37831.zip	0
050682	「ぶどう畑のぶどう作り」後記	岸田	国士	新字新仮名	NDC K953 K954	https://www.aozora.gr.jp/cards/001154/files/50682_ruby_67373.zip	303
050685	大岡政談	尾佐竹	猛	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001529/files/50685_ruby_67979.zip	750
050686	食道楽	村井	弦斎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000810/files/50686_ruby_42715.zip	21
050702	孔子と管仲	狩野	直喜	旧字旧仮名	NDC 123	https://www.aozora.gr.jp/cards/001127/files/50702_ruby_38441.zip	475
050703	楊雄と法言	狩野	直喜	旧字旧仮名	NDC 123	https://www.aozora.gr.jp/cards/001127/files/50703_ruby_42617.zip	0
050719	国楽を振興すべきの説	神田	孝平	新字新仮名	NDC 760 770	https://www.aozora.gr.jp/cards/001466/files/50719_ruby_71222.zip	181
050722	民選議院の時未だ到らざるの論	神田	孝平	新字新仮名	NDC 314	https://www.aozora.gr.jp/cards/001466/files/50722_ruby_71900.zip	37
050723	ぶどう畑のぶどう作り	岸田	国士	新字新仮名	NDC K953	https://www.aozora.gr.jp/cards/001156/files/50723_ruby_66939.zip	538
050724	奇病患者	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/50724_ruby_39849.zip	0
050726	今世風の教育	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50726_ruby_38729.zip	0
050727	人格の養成	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50727_ruby_38730.zip	0
050728	人格を認知せざる国民	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50728_ruby_38731.zip	0
050729	国際聯盟とは如何なものか	新渡戸	稲造	新字新仮名	NDC 319	https://www.aozora.gr.jp/cards/000718/files/50729_ruby_38732.zip	0
050730	教門論疑問	柏原	孝章	新字新仮名	NDC 161	https://www.aozora.gr.jp/cards/001467/files/50730_ruby_70918.zip	0
050733	日曜日之説	柏原	孝章	新字新仮名	NDC 449	https://www.aozora.gr.jp/cards/001467/files/50733_ruby_70690.zip	184
050735	合本三太郎の日記の後に	阿部	次郎	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50735_txt_47120.zip	0
050744	女子教育に就て	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50744_ruby_39192.zip	0
050745	東西相触れて	新渡戸	稲造	新字新仮名	NDC 361	https://www.aozora.gr.jp/cards/000718/files/50745_ruby_39193.zip	0
050746	イエスキリストの友誼	新渡戸	稲造	新字新仮名	NDC 190	https://www.aozora.gr.jp/cards/000718/files/50746_ruby_39523.zip	0
050749	死線を越えて	賀川	豊彦	新字旧仮名		https://www.aozora.gr.jp/cards/001468/files/50749_ruby_77147.zip	0
050750	死線を越えて	賀川	豊彦	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001468/files/50750_ruby_75925.zip	447
050752	コロポックル説の誤謬を論ず（下）	河野	常吉	旧字旧仮名	NDC 389	https://www.aozora.gr.jp/cards/001469/files/50752_ruby_65636.zip	222
050753	コロポックル説の誤謬を論ず（上）	河野	常吉	旧字旧仮名	NDC 389	https://www.aozora.gr.jp/cards/001469/files/50753_ruby_65637.zip	359
050754	蝦夷とコロボツクルとの異同を論ず	喜田	貞吉	旧字旧仮名	NDC 211	https://www.aozora.gr.jp/cards/001344/files/50754_ruby_65151.zip	383
050755	しっぺい太郎	楠山	正雄	新字新仮名		https://www.aozora.gr.jp/cards/000329/files/50755_ruby_76474.zip	420
050756	鉢かつぎ	楠山	正雄	新字新仮名		https://www.aozora.gr.jp/cards/000329/files/50756_ruby_76500.zip	737
050761	忘れ難きことども	松井	須磨子	新字旧仮名	NDC 775	https://www.aozora.gr.jp/cards/001472/files/50761_ruby_37844.zip	0
050791	熱海の春	泉	鏡花	旧字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/000050/files/50791_ruby_64302.zip	493
050898	ソクラテス	新渡戸	稲造	新字新仮名	NDC 131	https://www.aozora.gr.jp/cards/000718/files/50898_ruby_41478.zip	159
050900	真珠抄	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/50900_ruby_60452.zip	358
050904	固形の論理	丘	浅次郎	新字旧仮名	NDC 401	https://www.aozora.gr.jp/cards/001474/files/50904_txt_73230.zip	350
050907	回顧と展望	高木	貞治	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001398/files/50907_ruby_41855.zip	0
050908	ヒルベルト訪問記	高木	貞治	新字新仮名	NDC 410	https://www.aozora.gr.jp/cards/001398/files/50908_ruby_41868.zip	0
050909	ファウスト	ゲーテ	ヨハン・ヴォルフガング・フォン	新字新仮名	NDC 942	https://www.aozora.gr.jp/cards/001025/files/50909_ruby_49057.zip	51954
050912	一人舞台	ストリンドベリ	アウグスト	新字新仮名	NDC 949	https://www.aozora.gr.jp/cards/001062/files/50912_ruby_39237.zip	0
050913	釣	アルテンベルク	ペーター	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001190/files/50913_ruby_39172.zip	0
050914	痴人と死と	ホーフマンスタール	フーゴー・フォン	新字新仮名	NDC 942	https://www.aozora.gr.jp/cards/001192/files/50914_ruby_39170.zip	0
050915	女の決闘	オイレンベルク	ヘルベルト	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001193/files/50915_ruby_39238.zip	0
050916	鴉	シュミットボン	ウィルヘルム	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001194/files/50916_ruby_39174.zip	0
050917	世界漫遊	ダビット	ヤーコプ・ユリウス	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001195/files/50917_ruby_39236.zip	0
050918	みれん	シュニッツレル	アルツール	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/000360/files/50918_ruby_66929.zip	323
050919	罪人	アルチバシェッフ	ミハイル・ペトローヴィチ	新字新仮名	NDC 983	https://www.aozora.gr.jp/cards/000366/files/50919_ruby_39173.zip	0
050924	金山揷話	大鹿	卓	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001476/files/50924_ruby_47129.zip	0
050926	魏志倭人伝	陳	寿	その他	NDC 210	https://www.aozora.gr.jp/cards/001477/files/50926_txt_40664.zip	4484
050931	中世の文学伝統	風巻	景次郎	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001479/files/50931_ruby_41852.zip	0
051005	赤いろうそくと人魚	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/51005_ruby_46180.zip	14010
051034	野ばら	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/51034_ruby_47929.zip	1934
051134	怪物と飯を食ふ話	岡本	一平	新字旧仮名		https://www.aozora.gr.jp/cards/000239/files/51134_ruby_77286.zip	0
051135	検疫と荷物検査	杉村	楚人冠	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000608/files/51135_ruby_65180.zip	203
051136	愛は、力は土より	中沢	臨川	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000690/files/51136_ruby_43505.zip	0
051137	かたくり	水野	葉舟	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000941/files/51137_ruby_60766.zip	366
051138	道ひらく	相馬	御風	新字旧仮名		https://www.aozora.gr.jp/cards/000959/files/51138_txt_77868.zip	0
051139	初代谷風梶之助	三木	貞一	新字旧仮名	NDC 788	https://www.aozora.gr.jp/cards/001481/files/51139_ruby_43415.zip	0
051147	後漢書倭伝	范	曄	その他	NDC 210	https://www.aozora.gr.jp/cards/000348/files/51147_txt_40665.zip	0
051148	「死」の問題に対して	新渡戸	稲造	新字新仮名	NDC 114	https://www.aozora.gr.jp/cards/000718/files/51148_ruby_41563.zip	121
051153	隋書倭国伝	魏	徴	その他	NDC 210	https://www.aozora.gr.jp/cards/001484/files/51153_txt_40666.zip	0
051154	宋書倭国伝	沈	約	その他	NDC 210	https://www.aozora.gr.jp/cards/001485/files/51154_txt_40667.zip	0
051155	渡良瀬川	大鹿	卓	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001476/files/51155_ruby_59525.zip	337
051160	空中征服	賀川	豊彦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001468/files/51160_ruby_41939.zip	0
051161	新アラビヤ夜話　序	佐藤	緑葉	旧字旧仮名	NDC 933 934	https://www.aozora.gr.jp/cards/001486/files/51161_txt_41854.zip	0
051162	医師と旅行鞄の話	佐藤	緑葉	旧字旧仮名	NDC 933	https://www.aozora.gr.jp/cards/000888/files/51162_txt_41859.zip	0
051163	帽子箱の話	佐藤	緑葉	旧字旧仮名	NDC 933	https://www.aozora.gr.jp/cards/000888/files/51163_ruby_66275.zip	424
051164	若い僧侶の話	佐藤	緑葉	旧字旧仮名	NDC 933	https://www.aozora.gr.jp/cards/000888/files/51164_txt_66352.zip	396
051165	浅沼稲次郎の三つの代表的演説	浅沼	稲次郎	新字新仮名	NDC 312	https://www.aozora.gr.jp/cards/001487/files/51165_txt_41865.zip	0
051166	まあまあ居士の弁	浅沼	稲次郎	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001487/files/51166_txt_41866.zip	0
051167	私の履歴書	浅沼	稲次郎	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001487/files/51167_ruby_41850.zip	3835
051168	糞尿譚	火野	葦平	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001488/files/51168_ruby_53797.zip	1087
051170	人間の卵	高田	義一郎	旧字旧仮名		https://www.aozora.gr.jp/cards/001489/files/51170_ruby_78361.zip	0
051172	海潮音	上田	敏	旧字旧仮名	NDC 908 911 931 941 951 959 971	https://www.aozora.gr.jp/cards/000235/files/51172_ruby_41560.zip	0
051173	牧羊神	上田	敏	旧字旧仮名	NDC 908 911 951	https://www.aozora.gr.jp/cards/000235/files/51173_ruby_41630.zip	0
051178	北海道の「俊寛」	小林	多喜二	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000156/files/51178_ruby_40239.zip	0
051191	雪をんな	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/51191_ruby_66685.zip	439
051192	雪をんな（二）	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/51192_ruby_66686.zip	329
051204	吉田松陰	徳富	蘇峰	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001369/files/51204_ruby_62107.zip	791
051205	いがみの権太	三木	竹二	新字旧仮名	NDC 774	https://www.aozora.gr.jp/cards/000792/files/51205_ruby_42302.zip	0
051209	明治座評	三木	竹二	新字旧仮名	NDC 774	https://www.aozora.gr.jp/cards/000792/files/51209_ruby_42304.zip	0
051210	両座の「山門」評	三木	竹二	新字旧仮名	NDC 774	https://www.aozora.gr.jp/cards/000792/files/51210_ruby_42306.zip	0
051211	大阪の宿	水上	滝太郎	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000800/files/51211_ruby_53546.zip	215
051218	蠢く者	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/51218_ruby_42641.zip	0
051219	哀しき父	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/51219_ruby_42592.zip	0
051220	湖畔手記	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/51220_ruby_42593.zip	0
051221	子をつれて	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/51221_ruby_42639.zip	0
051226	石川五右衛門の生立	上司	小剣	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000248/files/51226_ruby_42835.zip	0
051227	ごりがん	上司	小剣	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000248/files/51227_ruby_42740.zip	0
051228	太政官	上司	小剣	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000248/files/51228_ruby_42834.zip	0
051229	父の婚礼	上司	小剣	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000248/files/51229_ruby_42739.zip	0
051230	鱧の皮	上司	小剣	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000248/files/51230_ruby_42741.zip	0
051231	兵隊の宿	上司	小剣	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000248/files/51231_ruby_42742.zip	0
051234	ゲテ魚好き	火野	葦平	新字新仮名	NDC 787 914	https://www.aozora.gr.jp/cards/001488/files/51234_ruby_41856.zip	138
051235	逢状	吉井	勇	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001497/files/51235_ruby_41860.zip	0
051237	黒足袋	吉井	勇	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001497/files/51237_ruby_41861.zip	0
051238	雑魚寝	吉井	勇	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001497/files/51238_ruby_41862.zip	0
051239	酔狂録	吉井	勇	新字旧仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001497/files/51239_ruby_41857.zip	0
051240	青春回顧	吉井	勇	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001497/files/51240_ruby_41863.zip	0
051241	老境なるかな	吉井	勇	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001497/files/51241_ruby_41864.zip	0
051242	或る日の小せん	吉井	勇	新字旧仮名	NDC 779 914	https://www.aozora.gr.jp/cards/001497/files/51242_ruby_54003.zip	55
051243	陰獣トリステサ	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/51243_ruby_65932.zip	707
051246	令嬢エミーラの日記	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/51246_ruby_68432.zip	457
051248	ウニデス潮流の彼方	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/51248_ruby_62764.zip	346
051249	グリュックスブルグ王室異聞	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/51249_ruby_62763.zip	383
051250	ナリン殿下への回想	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/51250_ruby_61980.zip	368
051267	徹底的な浜尾君	甲賀	三郎	新字新仮名	NDC 910	https://www.aozora.gr.jp/cards/000260/files/51267_ruby_49476.zip	62
051270	悪魔の弟子	浜尾	四郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000289/files/51270_ruby_47852.zip	313
051271	彼が殺したか	浜尾	四郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000289/files/51271_ruby_47853.zip	297
051272	死者の権利	浜尾	四郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000289/files/51272_ruby_47857.zip	89
051273	正義	浜尾	四郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000289/files/51273_ruby_42937.zip	1
051275	俳諧師	高浜	虚子	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001310/files/51275_ruby_58702.zip	304
051276	日を愛しむ	外村	繁	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001499/files/51276_ruby_51551.zip	0
051277	澪標	外村	繁	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001499/files/51277_ruby_51543.zip	76
051278	夢幻泡影	外村	繁	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001499/files/51278_ruby_51539.zip	127
051279	落日の光景	外村	繁	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001499/files/51279_ruby_51547.zip	0
051285	怪談牡丹灯籠	鈴木	行三	新字新仮名	NDC 779 913 914	https://www.aozora.gr.jp/cards/000141/files/51285_ruby_38202.zip	0
051286	怪談牡丹灯籠	鈴木	行三	新字新仮名	NDC 779 913 914	https://www.aozora.gr.jp/cards/001500/files/51286_ruby_38200.zip	0
051287	怪談牡丹灯籠	鈴木	行三	新字新仮名	NDC 779 913 914	https://www.aozora.gr.jp/cards/001501/files/51287_ruby_38203.zip	0
051291	虎	久米	正雄	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001151/files/51291_ruby_56862.zip	86
051295	来訪者のモデル	伊庭	心猿	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001336/files/51295_txt_69677.zip	322
051296	荷風翁の発句	伊庭	心猿	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001336/files/51296_ruby_70727.zip	0
051298	九月朔日	伊庭	心猿	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001336/files/51298_ruby_69018.zip	403
051299	桜もち	伊庭	心猿	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001336/files/51299_txt_70159.zip	772
051300	露伴忌	伊庭	心猿	旧字旧仮名	NDC 910	https://www.aozora.gr.jp/cards/001336/files/51300_ruby_68463.zip	0
051301	緑雨と一葉	伊庭	心猿	旧字旧仮名	NDC 910	https://www.aozora.gr.jp/cards/001336/files/51301_txt_63040.zip	177
051307	みだれ髪	与謝野	晶子	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000885/files/51307_ruby_47032.zip	42277
051331	星とピエロ	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/51331_ruby_49444.zip	2063
051339	クロイツェル・ソナタ	米川	正夫	新字新仮名	NDC 983 984	https://www.aozora.gr.jp/cards/001800/files/51339_ruby_69536.zip	232
051359	ロミオとヂュリエット	坪内	逍遥	旧字旧仮名	NDC 932 934	https://www.aozora.gr.jp/cards/000141/files/51359_ruby_61559.zip	496
051361	大利根の大物釣	石井	研堂	新字新仮名	NDC 787	https://www.aozora.gr.jp/cards/001252/files/51361_ruby_38701.zip	0
051364	鎖国	和辻	哲郎	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001395/files/51364_ruby_66504.zip	673
051365	ねむい	神西	清	新字新仮名	NDC K983	https://www.aozora.gr.jp/cards/001155/files/51365_ruby_38827.zip	274
051368	植物記	牧野	富太郎	新字新仮名	NDC 470	https://www.aozora.gr.jp/cards/001266/files/51368_ruby_55968.zip	673
051369	続俳諧師	高浜	虚子	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001310/files/51369_ruby_58785.zip	262
051371	雪	津村	信夫	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000278/files/51371_ruby_39033.zip	0
051377	海援隊約規	坂本	竜馬	新字旧仮名	NDC 210 289	https://www.aozora.gr.jp/cards/000908/files/51377_ruby_38828.zip	3268
051380	実物と模型	相馬	御風	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000959/files/51380_ruby_39034.zip	0
051381	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51381_ruby_40440.zip	0
051382	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51382_ruby_40441.zip	0
051386	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51386_ruby_40442.zip	0
051387	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51387_ruby_40325.zip	0
051388	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51388_txt_39909.zip	0
051391	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51391_ruby_40326.zip	0
051392	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51392_ruby_40461.zip	0
051393	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51393_ruby_39912.zip	0
051395	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51395_ruby_39913.zip	0
051396	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51396_ruby_39914.zip	0
051397	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51397_ruby_40327.zip	0
051398	手紙	坂本	竜馬	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/000908/files/51398_ruby_39916.zip	0
051402	チェーホフ序説	神西	清	新字新仮名	NDC 980	https://www.aozora.gr.jp/cards/001157/files/51402_ruby_53995.zip	43
051403	化学改革の大略	清水	卯三郎	新字新仮名	NDC 431	https://www.aozora.gr.jp/cards/001508/files/51403_ruby_72752.zip	250
051404	平仮名の説	清水	卯三郎	新字新仮名	NDC 811	https://www.aozora.gr.jp/cards/001508/files/51404_ruby_72445.zip	267
051405	禾花媒助法之説	津田	仙	新字新仮名	NDC 616	https://www.aozora.gr.jp/cards/001509/files/51405_ruby_75282.zip	262
051406	教育談	箕作	秋坪	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/001510/files/51406_ruby_72252.zip	158
051407	「ヒリモア」万国公法の内宗教を論ずる章（撮要）	柴田	昌吉	新字新仮名	NDC 329	https://www.aozora.gr.jp/cards/001511/files/51407_ruby_72064.zip	150
051425	明治世相百話	山本	笑月	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001513/files/51425_ruby_70925.zip	566
051451	ひとつの道	草野	天平	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001516/files/51451_ruby_40398.zip	0
051493	詩人といふ者	草野	天平	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001516/files/51493_txt_39843.zip	0
051507	海が呼んだ話	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/51507_ruby_59442.zip	844
051523	考えこじき	小川	未明	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001475/files/51523_ruby_65959.zip	686
051727	古事記	武田	祐吉	旧字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001349/files/51727_txt_51161.zip	1363
051728	古事記	武田	祐吉	旧字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001349/files/51728_ruby_47206.zip	883
051729	古事記	武田	祐吉	その他	NDC 210	https://www.aozora.gr.jp/cards/001349/files/51729_ruby_50521.zip	52
051730	古事記	武田	祐吉	旧字旧仮名	NDC 210	https://www.aozora.gr.jp/cards/001349/files/51730_txt_41530.zip	0
051731	古事記	太	安万侶	その他	NDC 210	https://www.aozora.gr.jp/cards/001518/files/51731_ruby_50520.zip	24939
051732	古事記	太	安万侶	旧字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001518/files/51732_ruby_44617.zip	54696
051820	手仕事の日本	柳	宗悦	新字新仮名	NDC 750	https://www.aozora.gr.jp/cards/001520/files/51820_ruby_50379.zip	245
051822	ハムレット	久生	十蘭	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001224/files/51822_ruby_70683.zip	670
051826	青銅の基督	長与	善郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001521/files/51826_ruby_74196.zip	650
051828	犬は鎖に繋ぐべからず	岸田	国士	新字旧仮名	NDC 912	https://www.aozora.gr.jp/cards/001154/files/51828_ruby_47049.zip	1
051837	五百句	高浜	虚子	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001310/files/51837_ruby_59424.zip	374
051838	五百五十句	高浜	虚子	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001310/files/51838_ruby_59505.zip	307
051840	六百句	高浜	虚子	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001310/files/51840_ruby_59583.zip	374
051847	地底獣国	久生	十蘭	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001224/files/51847_ruby_71860.zip	597
051860	かもめ	神西	清	新字新仮名	NDC 982	https://www.aozora.gr.jp/cards/001155/files/51860_ruby_40550.zip	1767
051862	ワーニャ伯父さん	神西	清	新字新仮名	NDC 982	https://www.aozora.gr.jp/cards/001155/files/51862_ruby_40551.zip	3538
051867	泡鳴五部作	岩野	泡鳴	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000137/files/51867_ruby_60096.zip	120
051868	泡鳴五部作	岩野	泡鳴	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000137/files/51868_ruby_60192.zip	0
051869	泡鳴五部作	岩野	泡鳴	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000137/files/51869_ruby_70062.zip	0
