作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL
049791	遺物・遺蹟と歴史研究	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49791_ruby_73179.zip
049792	奥羽北部の石器時代文化における古代シナ文化の影響について	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49792_ruby_72775.zip
049796	日本における史前時代の歴史研究について	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49796_ruby_73646.zip
049798	八坂瓊之曲玉考	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49798_ruby_71231.zip
049800	八月の霧島	吉田	絃二郎	新字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/001177/files/49800_ruby_49040.zip
049801	天草の春	長谷	健	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/001392/files/49801_ruby_34184.zip
049803	「日本民族」とは何ぞや	喜田	貞吉	新字新仮名	NDC 210 380	https://www.aozora.gr.jp/cards/001344/files/49803_ruby_39593.zip
049804	「ケット」と「マット」	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49804_ruby_43432.zip
049805	奥羽地方のシシ踊りと鹿供養	喜田	貞吉	新字新仮名	NDC 386	https://www.aozora.gr.jp/cards/001344/files/49805_ruby_40493.zip
049806	火葬と大蔵	喜田	貞吉	新字新仮名	NDC 385	https://www.aozora.gr.jp/cards/001344/files/49806_ruby_39453.zip
049807	くぐつ名義考	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49807_ruby_39590.zip
049808	国栖の名義	喜田	貞吉	新字新仮名	NDC 216	https://www.aozora.gr.jp/cards/001344/files/49808_ruby_44382.zip
049809	国号の由来	喜田	貞吉	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001344/files/49809_ruby_44381.zip
049825	青年の思索のために	下村	湖人	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001097/files/49825_ruby_57787.zip
049850	「孔雀船」解説	中山	省三郎	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001061/files/49850_ruby_53161.zip
049851	孔雀船	伊良子	清白	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000430/files/49851_ruby_53157.zip
049853	愛ちやんの夢物語	キャロル	ルイス	旧字旧仮名	NDC K933	https://www.aozora.gr.jp/cards/001393/files/49853_ruby_65152.zip
049858	家長の心配	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49858_txt_41874.zip
049859	火夫	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49859_ruby_41875.zip
049860	皇帝の使者	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49860_ruby_41876.zip
049861	最初の苦悩	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49861_ruby_41877.zip
049862	城	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49862_ruby_45674.zip
049863	審判	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49863_ruby_41867.zip
049864	断食芸人	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49864_ruby_41883.zip
049865	判決	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49865_ruby_41884.zip
049866	変身	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49866_ruby_41853.zip
049867	流刑地で	カフカ	フランツ	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001235/files/49867_ruby_41885.zip
049868	生不動	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/49868_ruby_37643.zip
049869	逗子物語	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/49869_ruby_69271.zip
049870	仁王門	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/49870_ruby_71228.zip
049871	蒲団	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/49871_ruby_71865.zip
049872	亡霊怪猫屋敷	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/49872_ruby_73642.zip
049873	「自然」を深めよ	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49873_ruby_42489.zip
049874	『偶像再興』序言	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49874_ruby_42525.zip
049875	『青丘雑記』を読む	和辻	哲郎	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001395/files/49875_ruby_45441.zip
049876	『劉生画集及芸術観』について	和辻	哲郎	新字新仮名	NDC 723 914	https://www.aozora.gr.jp/cards/001395/files/49876_ruby_45442.zip
049877	ある思想家の手紙	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49877_ruby_42707.zip
049878	生きること作ること	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49878_ruby_42772.zip
049879	院展遠望	和辻	哲郎	新字新仮名	NDC 121 720	https://www.aozora.gr.jp/cards/001395/files/49879_ruby_42744.zip
049880	院展日本画所感	和辻	哲郎	新字新仮名	NDC 121 721	https://www.aozora.gr.jp/cards/001395/files/49880_ruby_41890.zip
049881	埋もれた日本	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49881_ruby_45902.zip
049882	岡倉先生の思い出	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49882_ruby_45668.zip
049883	巨椋池の蓮	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49883_ruby_45528.zip
049884	歌集『涌井』を読む	和辻	哲郎	新字新仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001395/files/49884_ruby_45440.zip
049885	茸狩り	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49885_ruby_41886.zip
049886	樹の根	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49886_ruby_42474.zip
049887	京の四季	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49887_ruby_45529.zip
049888	享楽人	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/49888_ruby_45666.zip
049920	「世界文学大系58　カフカ」解説	原田	義人	新字新仮名	NDC 940	https://www.aozora.gr.jp/cards/001396/files/49920_ruby_42007.zip
049921	年譜	原田	義人	新字新仮名	NDC 940	https://www.aozora.gr.jp/cards/001396/files/49921_ruby_42008.zip
049922	浅瀬に洗う女	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49922_ruby_48217.zip
049923	海豹	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49923_ruby_47629.zip
049924	魚と蠅の祝日	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49924_ruby_47791.zip
049925	かなしき女王	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49925_ruby_48352.zip
049926	髪あかきダフウト	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49926_ruby_47773.zip
049927	琴	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49927_ruby_48096.zip
049928	精	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49928_ruby_47991.zip
049929	剣のうた	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49929_ruby_48253.zip
049930	女王スカァアの笑い	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49930_ruby_47633.zip
049931	約束	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49931_ruby_48021.zip
049932	漁師	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49932_ruby_47849.zip
049933	ウスナの家	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/49933_ruby_48499.zip
049940	新独逸語文法教程解説	関口	存男	旧字旧仮名	NDC 845	https://www.aozora.gr.jp/cards/001402/files/49940_txt_57517.zip
049946	移轍（Anakoluth）	関口	存男	新字新仮名	NDC 845	https://www.aozora.gr.jp/cards/001402/files/49946_txt_59449.zip
049947	食道楽	村井	弦斎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000810/files/49947_ruby_39182.zip
049952	甘鯛の姿焼き	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49952_ruby_37690.zip
049953	鮎の食い方	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49953_ruby_37728.zip
049954	鮎の試食時代	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49954_ruby_37681.zip
049955	鮎の名所	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49955_ruby_37682.zip
049956	鮑の宿借り作り	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49956_ruby_37691.zip
049957	鮟鱇一夕話	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49957_ruby_37692.zip
049958	いなせな縞の初鰹	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49958_ruby_37729.zip
049959	鰻の話	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49959_ruby_37730.zip
049960	梅にうぐいす	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49960_ruby_37708.zip
049961	美味い豆腐の話	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49961_ruby_37645.zip
049962	欧米料理と日本	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49962_ruby_37714.zip
049963	お米の話	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49963_ruby_37646.zip
049964	衰えてきた日本料理は救わねばならぬ	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49964_ruby_37715.zip
049965	感想	北大路	魯山人	新字新仮名	NDC 751	https://www.aozora.gr.jp/cards/001403/files/49965_ruby_37723.zip
049966	チベット旅行記	河口	慧海	新字新仮名	NDC 292	https://www.aozora.gr.jp/cards/001404/files/49966_ruby_44550.zip
049968	京都のごりの茶漬け	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49968_ruby_37882.zip
049969	胡瓜	北大路	魯山人	新字新仮名	NDC 596	https://www.aozora.gr.jp/cards/001403/files/49969_ruby_37637.zip
050020	自力更生より自然力更生へ	三沢	勝衛	新字新仮名	NDC 291	https://www.aozora.gr.jp/cards/000793/files/50020_ruby_35672.zip
050066	光をかかぐる人々	徳永	直	旧字旧仮名	NDC 022 210 913 914	https://www.aozora.gr.jp/cards/001308/files/50066_ruby_37116.zip
050070	棚田裁判長の怪死	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/50070_ruby_37689.zip
050071	墓が呼んでいる	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/50071_ruby_70104.zip
050075	葛根湯	橘	外男	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001397/files/50075_ruby_37644.zip
050076	雷嫌いの話	橘	外男	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001397/files/50076_ruby_37634.zip
050112	エリザベスとエセックス	片岡	鉄兵	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001407/files/50112_ruby_41726.zip
050117	欧米各国　政教日記	井上	円了	新字新仮名	NDC 192 290	https://www.aozora.gr.jp/cards/001021/files/50117_ruby_48390.zip
050118	西航日録	井上	円了	新字新仮名	NDC 290	https://www.aozora.gr.jp/cards/001021/files/50118_ruby_40759.zip
050119	南半球五万哩	井上	円了	新字新仮名	NDC 290	https://www.aozora.gr.jp/cards/001021/files/50119_ruby_44674.zip
050120	妖怪学講義	井上	円了	新字新仮名	NDC 147	https://www.aozora.gr.jp/cards/001021/files/50120_ruby_73415.zip
050130	最後の晩餐	マクラウド	フィオナ	新字新仮名	NDC 993	https://www.aozora.gr.jp/cards/001399/files/50130_ruby_47705.zip
050131	アーサー王物語	菅野	徳助	旧字旧仮名	NDC 837 931	https://www.aozora.gr.jp/cards/000140/files/50131_txt_42213.zip
050133	猫八	岩野	泡鳴	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000137/files/50133_ruby_56453.zip
050161	他計甚麽（竹島）雑誌	松浦	武四郎	旧字旧仮名	NDC 291	https://www.aozora.gr.jp/cards/001408/files/50161_ruby_49459.zip
050182	夢	相馬	泰三	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001082/files/50182_ruby_34903.zip
050183	新らしき祖先	相馬	泰三	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001082/files/50183_ruby_37474.zip
050184	野の哄笑	相馬	泰三	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001082/files/50184_ruby_37473.zip
050192	おせい	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/50192_ruby_36102.zip
050193	血を吐く	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/50193_ruby_36103.zip
050220	六号室	瀬沼	夏葉	新字新仮名	NDC 983	https://www.aozora.gr.jp/cards/001155/files/50220_ruby_41740.zip
050230	生と歌	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/50230_ruby_34943.zip
050231	詩と其の伝統	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/50231_ruby_34941.zip
050232	詩に関する話	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/50232_ruby_34942.zip
050236	法窓夜話	穂積	重遠	新字新仮名	NDC 320	https://www.aozora.gr.jp/cards/000927/files/50236_ruby_53999.zip
050237	良子	中原	中也	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000026/files/50237_ruby_40755.zip
050238	医者と赤ン坊	中原	中也	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000026/files/50238_ruby_62518.zip
050239	芸術論覚え書	中原	中也	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000026/files/50239_ruby_64328.zip
050240	校長	中原	中也	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000026/files/50240_ruby_63793.zip
050241	我が詩観	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/50241_ruby_62779.zip
050263	革命の研究	大杉	栄	旧字旧仮名	NDC 309	https://www.aozora.gr.jp/cards/001229/files/50263_ruby_53983.zip
050270	屍体と民俗	中山	太郎	新字新仮名	NDC 385	https://www.aozora.gr.jp/cards/001420/files/50270_ruby_47195.zip
050271	本朝変態葬礼史	中山	太郎	新字新仮名	NDC 385	https://www.aozora.gr.jp/cards/001420/files/50271_ruby_47192.zip
050274	百日紅	高浜	虚子	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001310/files/50274_ruby_37698.zip
050279	帰来	阿部	次郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50279_txt_37629.zip
050295	歩む	戸田	豊子	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001422/files/50295_ruby_72977.zip
050296	鋳物工場	戸田	豊子	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001422/files/50296_ruby_70693.zip
050299	探検実記　地中の秘密	江見	水蔭	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000448/files/50299_ruby_74023.zip
050305	風は草木にささやいた	土田	杏村	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000344/files/50305_ruby_35023.zip
050321	河原の対面	小寺	菊子	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001425/files/50321_ruby_42583.zip
050322	父の帰宅	小寺	菊子	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001425/files/50322_ruby_42586.zip
050323	念仏の家	小寺	菊子	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001425/files/50323_ruby_42588.zip
050326	雪女	小泉	八雲	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000258/files/50326_txt_35450.zip
050327	ろくろ首	小泉	八雲	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000258/files/50327_ruby_35451.zip
050328	相対性理論	アインシュタイン	アルベルト	新字新仮名	NDC 421	https://www.aozora.gr.jp/cards/001428/files/50328_txt_64311.zip
050344	日の光を浴びて	水野	仙子	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000112/files/50344_ruby_42009.zip
050346	透明人間	ウェルズ	ハーバート・ジョージ	新字新仮名	NDC K933	https://www.aozora.gr.jp/cards/001430/files/50346_ruby_39142.zip
050354	鬼桃太郎	尾崎	紅葉	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000091/files/50354_ruby_65968.zip
050355	鬼桃太郎	尾崎	紅葉	旧字旧仮名	NDC K913	https://www.aozora.gr.jp/cards/000091/files/50355_ruby_66675.zip
050356	空罎	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50356_ruby_38447.zip
050357	加波山	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50357_ruby_39706.zip
050358	咸臨丸その他	服部	之総	新字新仮名	NDC 210 683	https://www.aozora.gr.jp/cards/001263/files/50358_ruby_38318.zip
050359	汽船が太平洋を横断するまで	服部	之総	新字新仮名	NDC 210 683	https://www.aozora.gr.jp/cards/001263/files/50359_ruby_38319.zip
050360	黒田清隆の方針	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50360_ruby_39707.zip
050361	黒船前後	服部	之総	新字新仮名	NDC 552	https://www.aozora.gr.jp/cards/001263/files/50361_ruby_38121.zip
050362	黒船来航	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50362_ruby_38122.zip
050363	志士と経済	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50363_ruby_38982.zip
050364	新撰組	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50364_ruby_38983.zip
050365	せいばい	服部	之総	新字新仮名	NDC 322	https://www.aozora.gr.jp/cards/001263/files/50365_ruby_45863.zip
050366	尊攘戦略史	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50366_ruby_38448.zip
050367	撥陵遠征隊	服部	之総	新字新仮名	NDC 221 222	https://www.aozora.gr.jp/cards/001263/files/50367_ruby_38317.zip
050368	福沢諭吉	服部	之総	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001263/files/50368_ruby_39157.zip
050369	武鑑譜	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50369_ruby_39156.zip
050370	望郷	服部	之総	新字新仮名	NDC 211	https://www.aozora.gr.jp/cards/001263/files/50370_ruby_39705.zip
050371	明治の五十銭銀貨	服部	之総	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001263/files/50371_ruby_39708.zip
050409	大森彦七と名和長年	松本	幸四郎	新字旧仮名	NDC 774	https://www.aozora.gr.jp/cards/001434/files/50409_txt_43403.zip
050415	伊那紀行	今井	邦子	旧字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/000234/files/50415_txt_47464.zip
050416	誠心院の一夜	今井	邦子	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000234/files/50416_txt_47398.zip
050417	滝	今井	邦子	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000234/files/50417_txt_47465.zip
050418	仏法僧	今井	邦子	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000234/files/50418_txt_47466.zip
050419	雪解水	今井	邦子	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000234/files/50419_txt_47467.zip
050421	合本三太郎の日記　序	阿部	次郎	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50421_txt_47119.zip
050422	三太郎の日記　第一	阿部	次郎	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50422_ruby_43515.zip
050423	三太郎の日記　第三	阿部	次郎	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50423_ruby_46749.zip
050424	三太郎の日記　第二	阿部	次郎	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50424_ruby_44375.zip
050461	山を思う	石川	欣一	新字新仮名	NDC 291	https://www.aozora.gr.jp/cards/001380/files/50461_ruby_65420.zip
050467	針の木のいけにえ	石川	欣一	新字新仮名	NDC 786	https://www.aozora.gr.jp/cards/001380/files/50467_ruby_59503.zip
050475	比島投降記	石川	欣一	新字新仮名	NDC 916	https://www.aozora.gr.jp/cards/001380/files/50475_ruby_60856.zip
050479	フランケンシュタイン	宍戸	儀一	新字新仮名	NDC 933 934	https://www.aozora.gr.jp/cards/001186/files/50479_ruby_35863.zip
050480	フランケンシュタイン	宍戸	儀一	新字新仮名	NDC 933 934	https://www.aozora.gr.jp/cards/001186/files/50480_txt_35866.zip
050503	宝島	佐々木	直次郎	新字新仮名	NDC K933 K934	https://www.aozora.gr.jp/cards/000095/files/50503_ruby_35953.zip
050507	革命の研究	大杉	栄	新字新仮名	NDC 309	https://www.aozora.gr.jp/cards/001229/files/50507_txt_49288.zip
050508	共産食堂	大杉	栄	新字新仮名	NDC 309	https://www.aozora.gr.jp/cards/001229/files/50508_ruby_53979.zip
050510	青年に訴う	大杉	栄	新字新仮名	NDC 309	https://www.aozora.gr.jp/cards/001229/files/50510_txt_53976.zip
050529	真の愛国心	新渡戸	稲造	新字新仮名	NDC 154	https://www.aozora.gr.jp/cards/000718/files/50529_ruby_37827.zip
050530	武士道の山	新渡戸	稲造	新字新仮名	NDC 156	https://www.aozora.gr.jp/cards/000718/files/50530_ruby_37828.zip
050531	平民道	新渡戸	稲造	新字新仮名	NDC 156 309	https://www.aozora.gr.jp/cards/000718/files/50531_ruby_37829.zip
050532	我が教育の欠陥	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50532_ruby_37830.zip
050533	ある職工の手記	宮地	嘉六	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001446/files/50533_ruby_40151.zip
050534	煤煙の匂ひ	宮地	嘉六	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001446/files/50534_ruby_39743.zip
050540	怪談	平山	蘆江	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001132/files/50540_ruby_64310.zip
050543	友人一家の死	松崎	天民	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001447/files/50543_ruby_64567.zip
050549	信濃国	浅井	洌	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000380/files/50549_ruby_36917.zip
050555	県歌　信濃の国	浅井	洌	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/000380/files/50555_ruby_36916.zip
050572	反古	小山内	薫	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000479/files/50572_ruby_39716.zip
050633	押しかけ女房	伊藤	永之介	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001454/files/50633_ruby_37631.zip
050634	ニイチエ雑観	生田	長江	新字旧仮名	NDC 134 914	https://www.aozora.gr.jp/cards/000393/files/50634_ruby_36883.zip
050635	美的生活論とニイチエ	登張	竹風	新字旧仮名	NDC 134 701	https://www.aozora.gr.jp/cards/001455/files/50635_ruby_36882.zip
050659	長崎の鐘	永井	隆	新字新仮名	NDC 916	https://www.aozora.gr.jp/cards/000924/files/50659_ruby_42786.zip
050670	教育の目的	新渡戸	稲造	新字新仮名	NDC 371	https://www.aozora.gr.jp/cards/000718/files/50670_ruby_37831.zip
050685	大岡政談	尾佐竹	猛	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001529/files/50685_ruby_67979.zip
050686	食道楽	村井	弦斎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000810/files/50686_ruby_42715.zip
050702	孔子と管仲	狩野	直喜	旧字旧仮名	NDC 123	https://www.aozora.gr.jp/cards/001127/files/50702_ruby_38441.zip
050703	楊雄と法言	狩野	直喜	旧字旧仮名	NDC 123	https://www.aozora.gr.jp/cards/001127/files/50703_ruby_42617.zip
050719	国楽を振興すべきの説	神田	孝平	新字新仮名	NDC 760 770	https://www.aozora.gr.jp/cards/001466/files/50719_ruby_71222.zip
050722	民選議院の時未だ到らざるの論	神田	孝平	新字新仮名	NDC 314	https://www.aozora.gr.jp/cards/001466/files/50722_ruby_71900.zip
050724	奇病患者	葛西	善蔵	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000984/files/50724_ruby_39849.zip
050726	今世風の教育	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50726_ruby_38729.zip
050727	人格の養成	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50727_ruby_38730.zip
050728	人格を認知せざる国民	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50728_ruby_38731.zip
050729	国際聯盟とは如何なものか	新渡戸	稲造	新字新仮名	NDC 319	https://www.aozora.gr.jp/cards/000718/files/50729_ruby_38732.zip
050730	教門論疑問	柏原	孝章	新字新仮名	NDC 161	https://www.aozora.gr.jp/cards/001467/files/50730_ruby_70918.zip
050733	日曜日之説	柏原	孝章	新字新仮名	NDC 449	https://www.aozora.gr.jp/cards/001467/files/50733_ruby_70690.zip
050735	合本三太郎の日記の後に	阿部	次郎	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001421/files/50735_txt_47120.zip
050744	女子教育に就て	新渡戸	稲造	新字新仮名	NDC 370	https://www.aozora.gr.jp/cards/000718/files/50744_ruby_39192.zip
050745	東西相触れて	新渡戸	稲造	新字新仮名	NDC 361	https://www.aozora.gr.jp/cards/000718/files/50745_ruby_39193.zip
050746	イエスキリストの友誼	新渡戸	稲造	新字新仮名	NDC 190	https://www.aozora.gr.jp/cards/000718/files/50746_ruby_39523.zip
050747	デモクラシーの要素	新渡戸	稲造	新字新仮名	NDC 309	https://www.aozora.gr.jp/cards/000718/files/50747_ruby_39839.zip
050749	死線を越えて	賀川	豊彦	新字旧仮名		https://www.aozora.gr.jp/cards/001468/files/50749_ruby_77147.zip
050750	死線を越えて	賀川	豊彦	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001468/files/50750_ruby_75925.zip
050752	コロポックル説の誤謬を論ず（下）	河野	常吉	旧字旧仮名	NDC 389	https://www.aozora.gr.jp/cards/001469/files/50752_ruby_65636.zip
050753	コロポックル説の誤謬を論ず（上）	河野	常吉	旧字旧仮名	NDC 389	https://www.aozora.gr.jp/cards/001469/files/50753_ruby_65637.zip
050760	トンカトントンカッタカッタ	今野	大力	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001471/files/50760_txt_41582.zip
